"Review Customer";"Sentiment"
"saya sangat kecewa beli di toko ini senak sendiri menaikan harga padahal sudah deal beli ditambah lagi admin nya sangat tidak ramah oficial store kok pelayanan seperti tidak profesional sangat tidak direkomendasikan membeli di sini pasti kecewa";"Negative"
"pengiriman lelet request warna g di ac sangat kecewa";"Negative"
"pelayanan admin sangat parah no respon";"Negative"
"pengalaman buruk belanja di toko oficial barang di terima dalam keadan tidak menyala dan tidak mau bertangung jawab replacement saya ajukan sendiri ke servis center setelah barang penganti datang plastik wrap dan segel berbeda dengan yg dikirim seler ntah repack barang yg bermasalah atau memang beda batch tapi respon seler ini menurut saya sangat tidak profesional apalagi sekelas oficial store";"Negative"
"obeng bintang nya kurang nyaman untuk dipegang ujung obeng bintang mesti diratain dlu ada sisa potongan";"Negative"
"pengungkitnya msudah patah kualitas plastik kurang bagus";"Negative"
"obengnya nga bisa kepakai kualitas rendah";"Negative"
"dipenjualan tertulis obeng magnet bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belsajar jika tidak memiliki alat yang lengkap kecewa parah";"Negative"
"barang jelek sesuai harga";"Negative"
"kualitas lcd sangat tipis sehinga home buton jadi lebih tingi dari pada layar respond cepat tetapi admin tidak menjawab pertanyan saya dengan benar";"Negative"
"kualitasnya parah keteken langsung pecah";"Negative"
"sangat mengecewakan dan tidak profesionalniat membeli layar hp yg terkirim speaker i phone 6";"Negative"
"touchscrenya tidak fungsi saran saja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu";"Negative"
"barang tidak berfungsi sangat buruk sekali";"Negative"
"tidak sesuai spesifikasi abis itu mau komplain tidak di layani bahaya sekali";"Negative"
"saya dikasih lcd rusak di touch gak bisa layar awal awal oke tapi dua hari kemudian ada 3 garis horizontal di tengah layar besok hari nya layar shadow akhirnya saya pake lcd yg lama penjual banyak alasan saya sbg pembeli malah disalahkan pada pemasangan jangan beli disini cukup saya saja jadi korban";"Negative"
"pokoknya jangan ada yg beli disini barang rusak mau minta klaim tapi seler banyak alasan padahal stiker garansi belum rusakdamage mohon dipikir kembali kalau mau beli disini";"Negative"
"ngisi powerbanknya lama banget sampe 8 jam lebih pas di coba charge ke hape juga lama 4 jam lebih lebih lama dari ngecharge ke listrik langsung";"Negative"
"alatnya sering mati sendiri kak";"Negative"
"unreliable walau dapatnya flash sale 69rb tetep gak worth cuma sekedar charge yg ringan saja mgkn ok";"Negative"
"produk mengecewakan kecewa awalnya sih oke tapi setelah semingu pemakaian entah kenapa g bisa di cas sudah saya coba berkali kli tetep g bisa di cas saya sangat kecewa dengan produk ini kwalitasnya kurang bagus";"Negative"
"gak bisa di pake kecewa jadi barang sampah deh";"Negative"
"sangat sangat mengecewakan gak bisa di cas powerbank dan kata nya garansi malah ongkos kirim kita di suruh tangung sendiri ya rugi parah lah ongkir dari batam itu kesitu 35 belum lagi kenak psajak 30 ditanya solusi lain gak respon";"Negative"
"jangan tergiur dengan promo saya beli 2 cpt habis dan ngecas powerbank nya lama";"Negative"
"baru satu hari pemakaian kabel chargernya sudah gabisa dipake";"Negative"
"pengiriman tidak sesuai estimasi";"Negative"
"pesan hitam di kirim putih lama proses pesanan nya";"Negative"
"tidak sesuai dengan kapasitas yg tertera di boxnyakecewa pokoknyakalo bisa gue balikin gue balikin dah";"Negative"
"powerbank nya tidak bisa berfungsi baterai ful charge tapi sewaktu disambungkan ke handphone handphone tidak tercharge";"Negative"
"tidak sesuai gbrdeskripsi";"Negative"
"fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh ful tidak sesuai dengan harganya";"Negative"
"gak sesuai harga malah kualitas nol";"Negative"
"barangnya gak berfungsi";"Negative"
"toko gak bertangung jawab barang rusak yang dikirim  minta tolong barang diganti saja alasanya banyak banget dan sampe skr juga barang yang saya beli gak di ganti2 benar2 gak ada tangung jawabnya sama sekali nih toko";"Negative"
"bagaimana gak kecewa  sampai sekarang jam tanganya gak nyala sudah d cas beberapa kali bahkan seharian tetap gak nyala saya kecewa";"Negative"
"ribet pemakaian  gk di saranin beli";"Negative"
"pelayanan tidak baik terdapat page flickercrash di kindle yang dibeli setelah di complaint pihak penjual bilang itu hal yang normal dan disetiap kindle memang memiliki page flickercrash namun di deskripsi produk tidak di jelaskan tentang hal itu di complaint baru di jelasin kalo itu normal hati hati dalam memesan minta deskripsi secara rinci dan detail sebelum membeli karena ini produk elektronik yang butuh di cek devicenya dan lainlain";"Negative"
"seler tdk bertangung jwb kindlenya baru dibeli terus rusak pembelian 23 okt 26 okt kindle nya rusak katanya ad garansi 7 hari bangetu di mesage  whatsap cuma di read engak bertangung jawab banget hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus engakbisa dipake deh kindle nya sayang banget padahal uda capek2 nabung smoga dapat karma nya sndari deh";"Negative"
"baru 2 hari pemakaian kindle paperwhite nya rusak penjual tidak mau direturn dan bantu klaim garansi sedih banget";"Negative"
"packing hanya buble wrap lain kali tambahkan kardus komunikasikan pengiriman dengan jelas biar tidak repot masa dikirim terpisah case nya mana nga instan dan nga bisa dicancel";"Negative"
"seler tidak jujurpengiriman super lama pdhl pesen gojek instant di hari pemesanan di info kalau ada suara marhaba helo karena ketekan pdhl seumur2 beli aple ga pernah ada kasus bs ketekan kalau belum dibuka sdh blagi juga kalau saya ga mau barang yg ini karena menurut saya aneh katanya belum dibuka tapi mana bs ada suara tiba2 muncul dari factorynya masa eh hari itu gak kunjung dikirim tapi bilangnya sudah dikirim nyatanya ditungu smp baterynya habis baru dikirim kesokan harinya dipikir saya ga pernah beli barang aple kayanya barang baru aple itu selalu dikasih bat minimal banget 20 dari ful ini ga bs nyala sama sekali hehe mau bongin saya yah sudah cukup beli sekali saja disini";"Negative"
"barang sampai tapi banyak yang tergores dan penyok di penyanga nya";"Negative"
"gimana mau dipake  orang buat letak hpnya saja nga ada percuma";"Negative"
"barang gampang rusak";"Negative"
"barang tidak dibungkus buble  sampai rumah pecah dech nanya sama penjual ktnya tidak bisa claim walaupun ada video unboxing  ga papa itung2 sedekah saja ke tokonya tapi kwalitas tripotnya bagus dan kokoh";"Negative"
"barang tidak sesuai pesanan tempat penyimpan hp nya tidak ada kecewa";"Negative"
"salah satu kakinya ada yg bengkok jadi gabisa dipake sudah minta refund tetep gabisa yasudahlah";"Negative"
"tertera harga aslinya 10rb kirain barangnya kualitas premium lah minimal ternyata yg dateng barang kualitas rendah packing nya juga asal2an payah";"Negative"
"kecewa sudah di tungu hampir sebulan barang gak sampe malah return";"Negative"
"saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain";"Negative"
"barang kw kalau original bagian ujung colokan lightning nya berwarna abu kalau ini wrna putih di plat usb juga seperti gbr produk yg palsu bagian kiri adalah produk yg dibeli di toko ini yg kanan adalah kabel original sat beli hp";"Negative"
"socket ujung kendor tidak ori";"Negative"
"waktu sampe sudah rusak";"Negative"
"baru 2x pake ngecas dan rusak";"Negative"
"kabel nya kurang bagus  buat ngecas nymbung masuk keluar lagi";"Negative"
"aktual nya barang tidak diterimapadahal ini order ke 2 untuk alamat dan penerima yang sama";"Negative"
"jelek msudah rusak";"Negative"
"microphone tidak bekerja sisi kiri kurang basnya";"Negative"
"kualitas barang kurang baik";"Negative"
"yang sebelah kanan ga bisa pas di telinga sudah dicoba 4 orghasilx sama ga bisa pas jadi dengarx ga maksimal";"Negative"
"pesen warna merah yg dateng warna hitam padahal udaj konfirmasi di chat";"Negative"
"pengirimanya cepet tapi barangnya tidak sesuai ekspektasi";"Negative"
"pertama pake normal baru 5 menit volume suka kecil sendiri liat riview disini juga banyak masalah barangnya  nasib barang promo";"Negative"
"plastik sdh terbuka sat barang datang tidak tersegel dan minta nya warna biru dapat nya warna hitam";"Negative"
"pengiriman sangat lama diluar estimasi yg tercantum";"Negative"
"baru datengbaru di coba malah sudah copot yg bagian kanansudah coba di perbaiki trus coba di pake lagi masih copot juga";"Negative"
"segel beda seharusnya segel sein seperti yg kecil seler kurang paham instruksi seperti barang repack";"Negative"
"pengiriman lama minta nota pembelian tidak di kasi";"Negative"
"engak ada kartu garansi alasanya kalo resmi ga ada kartu garansinya aduh bong banget temen saya sales samsung dan tapi ada dari awal dus sudah letoy banget dan robek2 ini bukan karena kurir soalnya logika saja buble wrap tebel kok dus robek sedangkan buble wrap ga robek sama sekali engak ada headset casan ga di plastik kertas bawan semua cuma pake kertas tipis kaya hvs glosaya bener2 kaya kotak bikina sendiri saya sudah chat penjual juga ga ada penyelesaian hpnya sih ga ada lecet baret atau apapun smoga awet dan bener asli";"Negative"
"ribet pelayanan mengecewakan";"Negative"
"3 penyok parah banget gk layak jual dan sobek parah padahal sudah sering beli dikasihnya jelek banget g bang";"Negative"
"sangat kecewa dengan barang yg di terima segel samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelatiknya yg makin parah layar banyak sidik jari tertingal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti kepala carger kabel dl hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau kaka dari sana dari sana kalo dari samsung asli sesuai pembicaran buat apa samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas";"Negative"
"msudah copot di dasbordlemnya kgk kuat";"Negative"
"barangnya rusak kak harus diservis dulu";"Negative"
"aku baru pakai sebentar patah";"Negative"
"tidak terlalu nempel dan susah nempel di dashboard";"Negative"
"cepat rusak";"Negative"
"bahan dan konstruksinya tidak kuat msudah patah";"Negative"
"seler very slow response semua step selalu last minute baru lanjut ketika oficial store lain hanya butuh 12 maks 3 hari barang sampai setelah order ini baru diterima setelah 5 hari";"Negative"
"yg micro ini sering rusak coba di tingkatkn lagi kualitasnya";"Negative"
"tidak berfungsi dengan baik";"Negative"
"belum semingu sudah ga fungsi";"Negative"
"pelayanan kurang cepat dan ramah";"Negative"
"awalnya seneng karena barang cepat sampai dan bagus ternyata belum sampai sebulan sudah rusak ga bisa dipake lagi";"Negative"
"sebentar pakai sudah patah aku pikir besi ternyata plastik";"Negative"
"yg sebelah cuma hidup sebentar terus mati dan terasa panas kaya ada yg konslet";"Negative"
"mati sebelah  kecewa pedahal sudah kek percaya";"Negative"
"prtama brgnya datang cman bsa nyala sebelah dan gk bsa charge mnta garansi tuker baru malah lbh parah gk bsa nyala kduanya gila lah kapok buangin uang saja";"Negative"
"pengiriman lama charger tidak fast charging";"Negative"
"baru dipakai 1 bulan sudah rusak";"Negative"
"satu pcs dipakai 1 jam panas satu lagi tidak bisa fast charging dibuang ke tong sampah langsung";"Negative"
"produk sesuai deskripsi dan normal no minus wow diluar ekspetasi semua fitur berfungsi baik packing aman harga terjangkau seler agak slow respon";"Positive"
"produk sesuai deskripsi semua fitur berfungsi baik awalnya takut ya karena ulasanya kebanyakan pada penyok tapi ini pas sampe aman kok gais aku checkoutnya sama buble wrap dan sampe dengan aman barangnya juga bagus lumayan kokoh harganya murah lampunya juga terang makasih seler seneng banget";"Positive"
"semua fitur berfungsi baik hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak mungkin pas pengiriman ya tapi overal alat berfungsi dengan baik";"Positive"
"produk sesuai deskripsi semua fitur berfungsi baik ukuranya sesuai bahanya bagus wow diluar ekspetasi";"Positive"
"seler ramah  responsif orderbayar langsung dikirim pengiriman 1 hari sampai kain bagus gren scren berfungsi sangat baik terima kasih";"Positive"
"kain gren scren nya datang sesuai deskripsi walaupun kainya agak tipis tapi tidak apa-apa masih bisa dipakai dengan baik";"Positive"
"bebas bahan kimia proses cepat hemat listrik  boros listrik bisa muat banyak engakmpang dibawabawa bahan kokoh engakmpang dipakai penjualnya ramah banget proses pesanan cepat packaging aman  packaging rapi respon penjualnya top";"Positive"
"produk bagus harga ramah dompetapianjang tongkat 10cm ada 2 sisi satu untuk mengosok kotoran di kaca satu sisi lagi untuk menyapu semua kotoran";"Positive"
"produk nya okkaca bersih karet nya ok kain pembersih nya ok juga bersihin kaca walopun di awal sudah dipasang";"Positive"
"admin super responsifcartridengane berfungsi dengan baiksayang banget cuma bisa ngasih 5 bintang";"Positive"
"mantap dapet harga yg miring pengiriman sehari kemudian lagisg sampe packing aman dan rapih expired juga masih 2023 terima kasih";"Positive"
"penjualnya cukup baik namun untuk berikutnya tolong dibungkus dengan kardus supaya aman dan diberikan tanda bahwa paketnya dilarang ditimpah dan dijemur berlebihan mengingat isinya itu film kamera";"Positive"
"toko alat ukur dan repeater memang oke nih layananya responsif dan cepat kirim dengan aman produk drone fpv s89 lumayan untuk santai bermain camera di udara perlu fine tuning saja untuk posisi stabil karena bobot ringan waspada kalo tiupan angin mulai berisik drone telo gw sebelumnya lenyap kebawa angin kencang di perbukitan sibeabea bulan lalu enjoy playing this cheap darione thank you bos";"Positive"
"best seler terima kasih untuk pengiriman cepat semuanya bekerja senang memesan dari anda terima kasih";"Positive"
"mantap msudah2 an awet ya barangnya sesuai gambar  packingnya aman  produk sesuai deskripsi";"Positive"
"cocok buat bersihin layar hp yang cepat kotor karena kena keringat garagara main game atau dipakai telepon cairan pembersihnya bening dan setelah disemprotkan bentuknya jadi semacam embun gitu dan enga berbau bentuk alatnya compact dan sekilas mirip vape tapi mungkin ukuranya agak awkward untuk disimpan di saku kecil enga besar juga enga pengirimanya juga cepat overal puas belanja barang ini di sini";"Positive"
"barang nya sesuai deskripsi dan foto bener2 bersih sat di coba dpat bebas ongkir juga dan cpat smpai teriterima kasih tokopedia dan seler";"Positive"
"cepat sekali pengirimanya sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudah gk lagi layar hp yg kotor dan brminyak";"Positive"
"alhamdulilah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan";"Positive"
"bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day tapi suka sama selernya sesuai ekspetasi";"Positive"
"bagus banget seler baikbanget minta tolong kirim hari ini karena buru2 buat kado lagisg dikirim dan hasil cetak fotonya juga bagusbanget";"Positive"
"bagus kuat kokoh cuma emang gabisa sejsajar lurus kalau mau foto dari atas keliatan kaki bawahnya harus agak dinaikin dikit hp nya overal oke";"Positive"
"kualitas bagus pengirman cepat dan pelayanan cukup baik terima kasih";"Positive"
"isi lengkap tidak ada yg patah dapat dusnya juga setelah dirakit berfungsi baik";"Positive"
"walaupun dapat sat harga flash sale tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartapihone pada umum nya";"Positive"
"barang sudah sampai pelayanan cepat sekali packing aman dan barang sesuai deskripsi teriterima kasih dan sukses selalu ya";"Positive"
"gimbal yang sangat cocok utk iphone dan hp flagship yang sudah memiliki stabilisasi bagus sehinga gimbal ini hanya penambah suport supaya lbh stabil samsung note 10 berfungsi dengan baik dengan catatan tidak boleh mengunakan casing jika mau mengunakan casing maka bantalan pad nya harus dilepas bs dilihat pada foto fungsi zom berfungsi dengan baik fungsi mode video ke kamera juga berfungsi dengan baik ganti kamera depan dengan belakang juga berfungsi dengan baik cuma jika mengunakan hp murah seperti xiaomi note 9 gambarnya lebih goyang ketimbang pake hp flagship stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan hasilnya tidak terlalu stabil bahkan jika tongsisnya dimajukan 1cm saja hasilnya sudah ga banget stabil";"Positive"
"produk sesuai deskripsi semua fitur berfungsi baik walopun packing sederhana n kreseknya jebol karna but over al barang berfungsi dengan baik terima kasih recomended seler";"Positive"
"pengantaran tepat waktu packaging rapih barang juga dalam kondisi bagus";"Positive"
"mantap sesuai normal bisa digunakan semoga awet batrainya cr2032 langsung include";"Positive"
"paket sudah sampai dan sesuai dengan pesanan remote shuter nya berfungsi dengan baik dan tidak ribet kalok mau dipakai praktis dibawa kemana";"Positive"
"teriterima kasih barangnya sudahsampai dan sangat bagus berguna baget sih ini pengiriman juga cepat";"Positive"
"pengiriman cepat pengemasan aman msudah dipasang dan digunakan bonus backgroundnya juga banyak hasil fotonya cukup memuaskan bagi saya hanya saja saya tidak begitu yakin dengan ketahanan bahanya apabila dilakukan copot pasang berulang kali tapi secara keseluruhan bagus dan memuaskan";"Positive"
"barang sudah sampai di rumah tidak ada kerusakan sama sekali sat pengiriman dan setelah dicoba sangat memuaskan terima kasih";"Positive"
"saya senang produknya dipaketkan dengan rapi dan tidak ada cacat recomended";"Positive"
"pengiriman cepat harganya murah kualitas oke masih diplastik ini saya foto setelah dikeluarin dari plastik pembungkusnya kainya lembut dan berukuran kecil jadi msudah dibawa ke manamana";"Positive"
"respon dan pengiriman sangat cepat sangat rekomen dan pasti akan belanja di toko ini lagi";"Positive"
"respon seler cukup baik proses pengiriman baik kurir pengiriman cepat produk untuk stock semoga cocok pakai";"Positive"
"senang sekali karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi ssudah dimasukan plastik per 5 pack";"Positive"
"barang dalam kondisi prima nyampenya juga cepet cuma sehari terima kasih seler";"Positive"
"produk sesuai deskripsi pemasangan msudah kualitas gambar bagus pakai aplikasi v380 pro";"Positive"
"sedikit ada kendala tapi semuanya sudah normal kembali  terima kasih respon toko percakapan baik";"Positive"
"barang ok pengiriman lama konfirmasi saja butuh 2 hari packing ga banget ga pake buble";"Positive"
"pembelian kedua sayang kabel ga sesuai jadi beli kabel dulu tapi produk masih ok berfungsi dengan baik terima kasih";"Positive"
"brg berfungsi dengan baikwalau terkendala diawal cara pengoprasiantapi stlah 1 jam mncba akhirnya bisasmoga awet";"Positive"
"pesen jam 3 terus jam 5 kurang barang sudah sampe karena pake gosend instant dapet potongan gosend instant 30rb jadi cuman bayar harga refil instaxnya doang thankyou kak";"Positive"
"uda 2x beli di toko ini dan puas banget banget adminya baik banget karna butuh cepet dan selalu response thank you";"Positive"
"ini juga sama karena pesanya barengan packing baik tapi sbnernya bs suapaya aman di buble wrap saja sedikit mungkin ya soalnya saya pake grab expres klo di masukin ke kantong doang sepertinya kurang aman saja tapi produk bagus ga ada kerusakan respon penjual cepat";"Positive"
"baru transfer satu jam kemudian barang nyampe cepat bat  ya walaupun harga go send sdikit rada mahal recomended seler nih gaes terima kasih ya sis semoga makin banyak diskon d";"Positive"
"respon cepat gosend ke pamulang cepat dapat diandalkan tepat sat dibutuhkan kualitas oke banget untuk harga segitu hasil juga cukup memuaskan thank you";"Positive"
"penjual bisa menjaga kualitas barang dan pengirimanya yang cepat ini kali kedua pesen disini teriterima kasih ya";"Positive"
"bulan lalu beli sepaket sama standnysajadinya sampe lama ke kupang nt karena buru fre ongkir wkwk kainya emg tipe kasar di tangan tapi justru cocok dipake gren scren karena ga gampang robek n kotor pake rekam video juga ngejreng pas lah kalo beli sama standnya jangan lupa beli jepitnya juga";"Positive"
"gren scren sudah nyampe bahan cukup tebal mirip ntah sama dengan positiveie bag yg bagus warna hijau cerah oke lah buat gren scren";"Positive"
"barang yang dikirim mantap bahanya tebal dan tahan air cocok utk di air seler juga fast respon terima kasih u";"Positive"
"lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tapi bgus kok semoga gk rembes dpake hujan2";"Positive"
"kualitas mantap walau agak kotor dan ada banyak goresan tapi sudah uji coba aman kiriman cepat ga nungu lama pokoknya best recomend";"Positive"
"kualitas barang sesuai dengan harganya cukup bagus hanya dibagian sat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian murnya";"Positive"
"tripodnya berkualitas produk sesuai deskripsi packingnya aman  cuma sayangak tau kenapa bagian tengahnya gak bisa di pasangak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hpaling bs di lem dlu bru di pakaithanks tokopedia dan toko yg terkaitsemoga lancar usahanya overal bgs";"Positive"
"semuanya bagus tripodnya kokoh pengemasan aman rapih pokoknya seneng banget terima kasih tokopedia";"Positive"
"lumayan sebagai penguna baru cuman bayar ongkir 6 ribu pengiriman cepet kualitas  harga untuk hp oke asal ga ada angin kenceng soalnya materialnya  harga nya untuk dslr gak rekomen";"Negative"
"sudah diterimapackingnya rapihtebal bungkusnya double buble warpingjadi aman isinyaselernya fast respon fast deliverypositive job terima kasih buat agan selernya dan abang kurir yg ramah";"Positive"
"respon admin oke ekspedisi kurir aman packing ergonomis dan selamat sampai tujuan minus tidak ada perbandingan barang sesuai foto testi saya harga dan barang sesuai dan baterai normal ya gan";"Positive"
"packing bagus reson penjual cepat baterai sudah dicoba berfungsi normal hanya saja tadi waktu buat ngerekam video sempat tibatiba ngedariop auto kamera mati sekarang baru dicas semoga nanti normal lagi";"Positive"
"pengiriman cepat packaging oke seler ramah recomended sih sudah berkalikali beli di sini kualitas juga oke mantap min tingkatkan";"Positive"
"sedikit seret kalo dipadukan dengan produk original pake sedikit kekuatan bisa masuk overal puas sekali dengan produk bahan dan finishing bagus haturnuhun";"Positive"
"barang sampai tepat waktuaman dan rapihmantap gan dapet bonus lagithe bast pokoknya kalian wajib blanja di olshop ini boz makasih barangnya";"Positive"
"produk sampai dengan baik dan dikemas dengan rapi dan kedap sesuai deskripsi dan tanpa cacat harga produk yg ditawarkan wsajar response seler juga cepat dan pengiriman juga relatif cepat terima kasih dan sukses selalu";"Positive"
"kemasan buble wrap rapih tapi kardusnya sedikit penyok tapi arm bracketnya baik saja langsung dipasangtripodnya kokoh produk sesuai";"Positive"
"pro  harga kaget flash sale respon seler cepat dlm proses konstruksi hampir seluruh nya dari logam kecuali mic holder con  base plate tipis baut bal head tidak presisi jadi harus gantimodif baut konektor arm uk 38x16tapi bkn 14 jadi kurang compactible holder hp kurang panjang jadi kl hp berat suka jatuh jika posisi menghadap ke bawah";"Positive"
"packing dan kemasan baik dan aman jumlah order sesuai dan telah diterima komplit terima kasih semoga batere dan lainya awet digunakan";"Positive"
"sudah di tes baterai compatibel ane pake dslr 10d";"Positive"
"mantap barang ga mengecewakan sumpah di sony a510 ku awet juga btrenya lebih lama daripada btre ori malah";"Positive"
"mantap harga dan kualitas sebanding lebih worth it daripada batery ori nya btw padahal beda durasi batery ny cm beda belasan menit tapi harganya beda ratusan ribu mending pake batery powerextra tapi beli banyak";"Positive"
"setelah 6 hari penantian akhirnya tiba juga barang sudah di cek kondisi baterai aman charger aman al safe terima kasih";"Positive"
"plastiknya cukup tebal desainya keliatan cukup kokoh langsung dipakai utk zom hape stabil msudah2an awet";"Positive"
"sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dariopshiper sangat terbantu terima kasih ka";"Positive"
"kainya tebel murah dan manfat utk menutup latar belakang ketika zom meting pengiriman juga cepat terima kasih";"Positive"
"luarbiasa sudah 2x beli di toko ini penjualnya ngerti kebutuhan saya butuh urgent hari mingu tetap dihandle pdhl hrsnya libur dan pake sameday tapi nyampenya ekspres dari jaksel  bekasi puji tuhan  thanks so much seler dan kurir sameday gbu";"Positive"
"mantap hijau terang cuman sayang agak kelipet kotak kotak jadinya engaktau cara ngelurusinya gimana disetrika kayaknya lengket";"Positive"
"ssudah kesekian kalinya pesen gren scren di sini dan tetap selalu puas dengan pelayanan dan produknya";"Positive"
"seler ramah pengirimanya juga cepat dan barangnya mantap positive banget tokonya";"Positive"
"saya tidak pernah dikecewakan oleh toko ini pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini";"Positive"
"flash yg simple pengaturanya harga terjangkau buat pemula oke lah sayang saya sudah pro hehehe";"Positive"
"kameranya bagus banget pengirimanya cepat penjualnya juga ramah banget suka banget belanja disini";"Positive"
"kameranya berfungsi untuk kualitas gambar tentunya sesuai harga ya seperti kamera anak sejenis sayangnya kabelnya kotor sekali seperti bekas sudah coba dibersihkan juga tidak bisa";"Positive"
"jkt  bdengan cmn butuh waktu semalem packing nya mntapi pack nya rapi kgak d lecet suara nya enak bet buat rekaman fingerstyle akustik gatau dah mntapi pokoknya";"Positive"
"proses kemaskirim  lumayan cpt packaging  buble wrap tipis sesama jakarta masih aman dus agak penyok kualitas barang  aman berfungsi compatoble dengan cam iphone 8 tanpa aps tambahan tapi kalau mau dengar hasil rekaman copot mic dulu";"Positive"
"barang original sudah di cek keaslianya ssudah di coba dan berfungsi dengan baik pengiriman mengunakan pos indonesia gila cepet nya ampun dah gak ada obat beli sabtu sampe purwokerto hari mingu gila 1 hari coy wow diluar ekspetasi semua fitur berfungsi baik produk sesuai deskripsi suaranya bagus dan jernih";"Positive"
"alhamdulilah barang sampai di tgl 61 isi dusnya  instruction manual bok kartu garansi stiker boya tas kecil boya seperangkat mic batereinya  jack adaptor kayaknya untuk koneksi ke amplifier";"Positive"
"kualitas produk bagus butuh waktu agak lama untuk ngecharge berhubung lampunya kecil jadi cahayanya ga semerata kalau pakai ringlight tapi cukup okay karena ringkes dan bisa di bawa kemana saja";"Positive"
"puas banget  barang sesuai harapan kualitas bahan bagus dan kokohresponse penjual sangat baik cepat terima kasih banyak engaknsukses selalu ya";"Positive"
"sbelumnya maf boxnya gasempet difoto tapi packingnya rapih bre  walau bukan pakai buble wrap tapi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh  harga sudah murah pelayanan juga terbaik dari selernya gila sih pokoknya juara sih ini  build nya kokoh besi dan kontrolnya agak sulit btw karena hanya cukup control di sikunya tapi kalau dh terbiasa sih enak saja";"Positive"
"tripodnya mantap dipakai sesuai kebutuhan ygbsederhana untuk taro hp dan kamera buat suting dan foto sederhana mumpuni banget budenganet fits the function keren";"Positive"
"tripodnya terasa sturdy cukup ringan tapi tanpa manual seler fast response";"Positive"
"kualitasnya bagus kakikaki tripodnya kuat bahan tasnya juga bagus tebal sehinga tidak msudah sobek";"Positive"
"sip lah barang sesuai bahanya spundbond pesen 1 dapat ukuran  10cm160cm hanya saja di beberapa bagian ada yg sobek sedikit overal positive thanks impodio";"Positive"
"dengan harga segitu kualitas spundbondnya uda bagus  packingnya rapi jadi g sampe kusut kainya";"Positive"
"produk sesuai deskripsi cuma bagian lipatanya tidak msudah hilang walaupun sudah disetrika jadinya agak kliatan bagian lipatan sat difoto";"Positive"
"pesanan sesuai warnanya cuman bahanya tipis banget ya kalau dipakai foto masih tembus bagian belakang tapi kualitas menyesuaikan harga sih";"Positive"
"pengiriman cepat barangnya kurang oke tutupnya ga menutup rapat di satu sisi";"Negative"
"kurang ya jamnya harusny dijelasin display jam gk selalu hidup harus di idupin dulu";"Negative"
"produk sdengan smp dan saya tes tapi tidak terbaca fast charging di hp";"Negative"
"baru 5 hari barang sudah rusak padahal pemakaian normal saya kirim balik barang nya ke penjual katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga jadi sementara saya kasih bintang 1 dulu sampai saya terima kembali barang nya dengan keadan normal dan berfungsi";"Negative"
"barang baru diterima dicoba ternyata sudah rusak masak nasi tidak panas setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nungu service 1  2 mingu dan tidak bisa ganti baru padahal barang baru datang dicoba sudah rusak sekarang kondisi belum megang rice cokernya masih nungu diservice repot juga service adanya diluar kota";"Negative"
"rice coker baru beli tapi nasi bau dan berair tapi tidak bs di ganti barang baru dari toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dengan yg baru bukan diservice seperti yg di sarankan toko saya sudah bawa ke service center dan hari ini nasinya tetap basah jujur saya kecewa karena saya memilih toko ini biar kl kenapa2 tidak ribeternyata saya salahsaya beli rice coker mahal menurut saya agar bisa punya rice coker bagus tapi nyatanya seperti ini saya sangat kecewa";"Negative"
"salah satu unitnya kedip2 harus di ketok2 dlu baru nyala ntar kedip2 lagi malahan gak nyala harus di ketok2 lagi lampunya satu unitnya lagi perfect tidak ada masalah thanks";"Negative"
"lampunya berfungsi nyala lumayan remangremang kekuatan batere di jemur seharian cuma 4 jam barang yg sampai soket bautnya patah jadi sedikit terbuka";"Negative"
