CustomerReview,Label
"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",0
"Sebenernya kualitas barang nya bagus, build quality oke lah utk barang rekondisi, utk memainkan game tidak ada masalah. Masalahnya barang ini bahasa jepang, dan di keterangan deskripsi tidak dijelaskan, setelah barang sampai saya chat seller, dengan balasan yg slow respon dan jawaban seadanya, dikatakan bahasa tidak bisa diganti. Mohon dituliskan kekurangan2 pada deskripsi, dan lebih fast respon kalau ada pembeli yg complain",0
"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",0
"ada kesalahan di MC dan hardisknya. Gak bisa digunain jd nya PSnya.. masa gak ke isi game atau MC nya ngeblank. padahal belinya bkn dgn duit yg sdikit, dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya. Kecewaaaaa sumpah",0
"Banyak game yang rusak,,, Beberapa game tidak bisa di save...... Biarlah saya ngga akan protes apa pun,tapi saya harap seller lebih cek dan ricek barang sebelum kirim.... Kalau sudah sampai tapi barang rusak kaya gini,yang rugi konsumen bukan seller... Apa lagi pembeli yang jauh/ dari luar kota seperti saya....",0
"Baru 2 kali pake udah rusak. Dibalikin ke tokonya , saya minta cepet dibetulin dan dikirim hari ini juga, orangnya langsung pulang. Ditelpon gak response.",0
Paking oke bagus. Mohon perbaikan. Stik bergetar terus tanpa henti. mesin agak sering hang mau ganti game. Mohon diperbaiki gan. Selisih ongkir juga. Trims.,0
barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...,0
"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",0
"barang ok,tetapi batrai bocor parah,tdk ada niat memberi batrai yg baru.stiap x maen ga ada 1/2 jam lngsng habis.di cas jg lampu slalu merah.",0
beda sma yg di gambar. pdahal udh pernh pesen skali di sni,0
barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,0
"barang rusak ?? di charge hp nggak ngisi , udah ngisi ee...tau tau ngilang / susut lagi , di kirain changer, di coba dgn kabel lain bagus. besoknya di coba lagi msh juga begitu. ya... ternyata barangnya yg tidak bagus..",0
baru d pake seminggu rusak,0
kualitas jelek. ngak mau pakai di smartphone,0
"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",0
Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.,0
"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",0
Barang datang dalam keadaan terlipat. Gak bisa sama sekali dipakai,0
"Saya sangat kecewa beli di toko ini?? seenak sendiri menaikan harga, padahal sudah deal beli... ditambah lagi admin nya sangat tidak ramah???? official store kok pelayanan seperti tidak profesional. Sangat tidak direkomendasikan membeli di sini. Pasti kecewa.",0
"pengiriman lelet, request warna g di ACC, sangat kecewa...",0
Pelayanan ADMIN sangat parah no respon,0
"pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store",0
obeng bintang nya kurang nyaman untuk dipegang. ujung obeng bintang mesti diratain dlu.. ada sisa potongan.,0
pengungkitnya mudah patah. kualitas plastik kurang bagus,0
Obengnya ngga bisa kepakai kualitas rendah,0
"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah",0
Barang jelek sesuai harga,0
"kualitas lcd sangat tipis, sehingga home button jadi lebih tinggi dari pada layar. Respond cepat tetapi admin tidak menjawab pertanyaan saya dengan benar",0
"kualitasnya parah, keteken langsung pecah",0
Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6,0
"touchscreenya tidak fungsi, saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",0
Barang tidak berfungsi. Sangat buruk sekali,0
tidak sesuai spesifikasi abis itu mau komplain tidak di layani bahaya sekali,0
"Saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake LCD yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. Jangan beli disini cukup saya aja jadi korban ??????",0
"Pokoknya jangan ada yg beli disini. Barang rusak, mau minta klaim tpi seller banyak alasan, padahal stiker garansi blm rusak/damage. Mohon dipikir kembali kalau mau beli disini??",0
ngisi powerbanknya lama bgt. sampe 8 jam lebih. pas di coba charge ke hape jg lama. 4 jam lebih. lebih lama dr ngecharge ke listrik langsung.,0
alatnya sering mati sendiri kak,0
"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan� saja mgkn ok ??",0
"produk mengecewakan...!!!! kecewa!!! awalnya sih oke... tpi setelah seminggu pemakaian entah kenapa g bisa di cas, sudh saya coba berkali kli tetep g bisa di cas.... saya sangat kecewa dengan produk ini. kwalitasnya kurang bagus",0
gak bisa di pake kecewa jadi barang sampah deh,0
"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon",0
jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama,0
baru satu hari pemakaian kabel chargernya udah gabisa dipake,0
pengiriman tidak sesuai estimasi,0
"pesan hitam di kirim putih, lama proses pesanan nya",0
"tidak sesuai dengan kapasitas yg tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin dah",0
"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",0
tdk sesuai gbr/deskripsi,0
Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,0
gak sesuai harga malah kualitas nol,0
barangnya gak berfungsi,0
"toko gak bertanggung jawab, barang rusak yang dikirim ??, minta tolong barang diganti aja, alasannya banyak banget,. dan sampe skr juga barang yang saya beli gak di ganti2.. benar2 gak ada tanggung jawabnya sama sekali nih toko.",0
Bagaimana gak kecewa ???? sampai sekarang Jam Tangannya gak nyala! udah d cas beberapa kali bahkan seharian. Tetap gak nyala! saya Kecewa ????,0
"ribet pemakaian , gk di saranin beli",0
"Pelayanan tidak baik. Terdapat page flicker/crash di kindle yang dibeli. Setelah di complaint pihak penjual bilang itu hal yang normal dan disetiap kindle memang memiliki page flicker/crash. Namun, di deskripsi produk tidak di jelaskan tentang hal itu. Di complaint baru di jelasin kalo itu normal. Hati hati dalam memesan. Minta deskripsi secara rinci dan detail sebelum membeli karena ini produk elektronik yang butuh di cek devicenya dan lain-lain.",0
"SELLER TDK BERTANGGUNG JWB. Kindlenya baru dibeli terus rusak. Pembelian 23 okt, 26 okt kindle nya rusak. Katanya ad garansi 7 hari, bgtu di message & whatsapp cuma di READ. Ga bertanggung jawab banget. Hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus. Gabisa dipake deh kindle nya sayang banget, padahal uda capek2 nabung. Smoga dpt karma nya sndri deh :)",0
"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",0
"packing hanya buble wrap, lain kali tambahkan kardus. komunikasikan pengiriman dengan jelas biar tidak repot, masa dikirim terpisah case nya, mana ngga instan, dan ngga bisa dicancel.",0
"seller tidak jujur&pengiriman super lama pdhl pesen gojek instant. di hari pemesanan di info kalau ada suara MARHABA/ HELLO krn ketekan, pdhl seumur2 beli apple ga pernah ada kasus bs ketekan kalau belum dibuka. sdh blg juga kalau saya ga mau barang yg ini karena menurut saya aneh, katanya blm dibuka tp mana bs ada suara tiba2 muncul? dr factorynya masa? eh hari itu gak kunjung dikirim tp bilangnya udh dikirim, nyatanya ditunggu smp batterynya habis, baru dikirim keesokan harinya?? dipikir saya ga pernah beli barang apple kayanyaa� barang baru apple itu selalu dikasih batt minimal bgt 20% dr full. ini ga bs nyala sama sekali. hehe mau boongin saya yahh. udh cukup beli sekali aja disini.",0
Barang Sampai tapi banyak yang tergores dan penyok di penyangga nya :(,0
gimana mau dipake ?? orang buat letak hpnya aja ngga ada... percuma,0
barang gampang rusak,0
barang tidak dibungkus bubble .. sampai rumah pecah dech???? nanya sama penjual ktnya tidak bisa claim.. walaupun ada video unboxing ???? ga papa itung2 sedekah aja ke tokonya.. tapi kwalitas tripotnya bagus dan kokoh..,0
"barang tidak sesuai pesanan, tempat penyimpan hp nya tidak ada.. kecewa",0
"salah satu kakinya ada yg bengkok, jadi gabisa dipake, udah minta refund tetep gabisa yasudahlah",0
"tertera harga aslinya 110rb.. kirain barangnya kualitas premium lah minimal, ternyata yg dateng barang kualitas rendah, packing nya juga asal2an.. payah.",0
"kecewa, sudah di tunggu hampir sebulan, barang gak sampe malah return",0
saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain,0
"barang kw.. kalau original, bagian ujung colokan lightning nya berwarna abu, kalau ini wrna putih.. di plat usb jg seperti gbr produk yg palsu.. bagian kiri adalah produk yg dibeli di toko ini, yg kanan adalah kabel original saat beli HP.",0
Socket ujung kendor tidak ori,0
Waktu sampe udah rusak,0
"baru 2x pake nge-cas, dan rusak",0
"Kabel nya kurang bagus , buat ngecas Nymbung masuk keluar lagi ,,",0
aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA,0
jelek mudah rusak,0
"microphone tidak bekerja, sisi kiri kurang bassnya",0
Kualitas barang kurang baik,0
"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal",0
"Pesen warna merah, yg dateng warna hitam. Padahal udaj konfirmasi di chat.",0
"pengirimannya cepet, tapi barangnya tidak sesuai ekspektasi",0
"pertama pake normal,, baru 5 menit volume suka kecil sendiri, liat riview disini jg banyak masalah barangnya. . nasib barang promo",0
plastik SDH terbuka saat barang datang (tidak tersegel) dan minta nya warna biru dpt nya warna hitam,0
"pengiriman sangat lama, diluar estimasi yg tercantum",0
"baru dateng,baru di coba malah udah copot yg bagian kanan,udah coba di perbaiki trus coba di pake lagi masih copot juga",0
"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",0
"Pengiriman lama, Minta Nota Pembelian tidak di kasi",0
"Ga ada kartu garansi, alasannya kalo resmi ga ada kartu garansinya. Aduh boong bgt temen saya sales samsung dan ttp ada. Dari awal dus udah letoy bgt dan robek2. Ini bukan krn kurir, soalnya logika aja bubble wrap tebel kok dus robek sedangkan bubble wrap ga robek sama sekali. Ga ada headset, casan ga di plastik, kertas bawaan semua cuma pake kertas tipis kaya hvs glossy. Bener2 kaya kotak bikina sendiri. Saya udah chat penjual jg ga ada penyelesaian. HPnya sih ga ada lecet baret atau apapun. Smoga awet dan bener asli",0
"ribet, pelayanan mengecewakan",0
3 penyok parah banget gk layak jual dan sobek parah... padahal udh sering beli dikasihnya jelek banget... GG bang,0
Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,0
"mudah copot di dasbord,lemnya kgk kuat",0
barangnya rusak kak harus diservis dulu...,0
aku baru pakai sebentar patah,0
tidak terlalu nempel dan susah nempel di dashboard !!,0
cepat rusak,0
"Bahan dan konstruksinya tidak kuat, mudah patah.",0
"Seller very slow response, semua step selalu last minute baru lanjut. Ketika official store lain, hanya butuh 1-2 maks 3 hari barang sampai setelah order, ini baru diterima setelah 5 hari",0
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,0
Tidak berfungsi dengan baik,0
belum seminggu udah ga fungsi,0
pelayanan kurang cepat dan ramah,0
"Awalnya seneng karena barang cepat sampai dan bagus, ternyata belum sampai sebulan sudah rusak ga bisa dipake lg ??",0
sebentar pakai sudah patah. aku pikir besi ternyata plastik,0
"yg sebelah cuma hidup sebentar, trs mati. dan terasa panas kaya ada yg konslet",0
"mati sebelah , kecewa pedahal udah kek percaya",0
"Prtama brgnya dtg cman bsa nyala sebelah dan gk bsa charge.. mnta garansi tuker baru, malah lbh parah gk bsa nyala kduanya.. gila lah kapok buangin uang aja",0
"pengiriman lama, charger tidak fast charging",0
baru dipakai 1 bulan sudah rusak,0
"Satu pcs dipakai 1 jam panas, satu lagi tidak bisa fast charging. Dibuang ke tong sampah langsung.",0
�Produk sesuai deskripsi dan normal no minus �wow diluar ekspetasi �Semua fitur berfungsi baik. �Packing aman �Harga terjangkau �Seller agak slow respon??,1
"Produk sesuai deskripsi. Semua fitur berfungsi baik. Awalnya takut ya karena ulasannya kebanyakan pada penyok tapi ini pas sampee aman kok gaiss, aku checkoutnya sama bubble wrap dan sampe dengan aman, barangnya juga baguss lumayan kokoh harganya murah, lampunya juga terang. makasiih seller, seneng bangeet",1
"Semua fitur berfungsi baik. hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak. mungkin pas pengiriman ya. tapi overall, alat berfungsi dengan baik??",1
Produk sesuai deskripsi. Semua fitur berfungsi baik. ukurannya sesuai. bahannya bagus. wow diluar ekspetasi.,1
"seller ramah & responsif, order+bayar langsung dikirim, pengiriman 1 hari sampai, kain bagus, green screen berfungsi sangat baik, terima kasih",1
"kain green screen nya datang sesuai deskripsi, walaupun kainnya agak tipis tp gpp masih bisa dipakai dengan baik",1
Bebas bahan kimia Proses cepat Hemat listrik ? Boros listrik Bisa muat banyak Gampang dibawa-bawa Bahan kokoh Gampang dipakai Penjualnya ramah banget Proses pesanan cepat Packaging aman ?? Packaging rapi Respon penjualnya top,1
"produk bagus. harga ramah dompet.panjang tongkat 100cm ada 2 sisi, satu untuk menggosok kotoran di kaca, satu sisi lagi untuk menyapu semua kotoran",1
"Produk nya OK..kaca bersih, karet nya OK.. Kain pembersih nya OK jg Bersihin kaca walopun di awal sudah dipasang",1
Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,1
mantap dapet harga yg miring. pengiriman sehari kemudian lgsg sampee! packing aman dan rapih. expired juga masih 2023. makasihhh,1
"Penjualnya cukup baik, namun untuk berikutnya tolong dibungkus dengan kardus supaya aman dan diberikan tanda bahwa paketnya dilarang ditimpah dan dijemur berlebihan mengingat isinya itu film kamera :)",1
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",1
best seller!! terima kasih untuk pengiriman cepat! semuanya bekerja! senang memesan dari Anda. Terima kasih!,1
"Mantap, Mudah2 an Awet ya. barangnya sesuai gambar ????. packingnya aman ??. Produk sesuai deskripsi",1
"Cocok buat bersihin layar HP yang cepat kotor karena kena keringat gara-gara main game atau dipakai telepon. Cairan pembersihnya bening dan setelah disemprotkan bentuknya jadi semacam embun gitu dan engga berbau. Bentuk alatnya compact dan sekilas mirip vape, tapi mungkin ukurannya agak awkward untuk disimpan di saku (kecil engga, besar juga engga). Pengirimannya juga cepat. Overall, puas belanja barang ini di sini.",1
"barang nya sesuai deskripsi dan foto, bener2 bersih saat di coba, dpat bebas ongkir jga dan cpat smpai, terimakasih tokopedia dan seller",1
cepat sekali pengirimannya. sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak.,1
Alhamdulillah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan ????,1
bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,1
bagus bgt seller baikbgt minta tolong kirim hari ini karena buru2 buat kado lgsg dikirim dan hasil cetak fotonya jg bagusbgt????,1
"Baguuus kuat kokoh, cuma emang gabisa sejajar lurus kalau mau foto dari atas (keliatan kaki bawahnya), harus agak dinaikin dikit hp nya, overall okee",1
"Kualitas bagus, pengirman cepat, dan pelayanan cukup baik. Terima kasih",1
"Isi lengkap, tidak ada yg patah, dapat dusnya juga, setelah dirakit berfungsi baik",1
"walaupun dapat saat harga flash sale, tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya.",1
"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi. Terimakasih dan sukses selalu yaa",1
"gimbal yang sangat cocok utk Iphone dan HP flagship yang sudah memiliki stabilisasi bagus. sehingga gimbal ini hanya penambah support supaya lbh stabil. samsung note 10+ berfungsi dengan baik. dengan catatan tdk boleh menggunakan casing. jika mau menggunakan casing, maka bantalan pad nya harus dilepas, bs dilihat pada foto. fungsi zoom berfungsi dengan baik, fungsi mode video ke kamera juga berfungsi dengan baik, ganti kamera depan dg belakang juga berfungsi dengan baik. cuma jika menggunakan HP murah (seperti xiaomi note 9), gambarnya lebih goyang ketimbang pake HP flagship. stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan, hasilnya tidak terlalu stabil. bahkan jika tongsisnya dimajukan 1CM saja hasilnya sudah ga bgt stabil.",1
"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi Terimakasih dan sukses selalu yaa",1
Produk sesuai deskripsi. Semua fitur berfungsi baik. walopun packing sederhana n kreseknya jebol karna but over all barang berfungsi dengan baik thx recomended seller,1
"Pengantaran tepat waktu, packaging rapih, barang juga dalam kondisi bagus.",1
"mantap,. sesuai,. normal bisa digunakan. semoga awet,. batrainya CR2032 langsung include",1
"Paket sudah sampai dan sesuai dengan pesanan, remote shutter nya berfungsi dengan baik dan tidak ribet kalok mau dipakai, praktis dibawa kemana�??????",1
"Terimakasih barangnya sudahsampai dan sangat bagus, berguna baget sihh ini, pengiriman juga cepat",1
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",1
Barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih:),1
Saya senang produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended!,1
"Pengiriman cepat. Harganya murah. Kualitas oke. Masih diplastik. Ini saya foto setelah dikeluarin dari plastik pembungkusnya. Kainnya lembut dan berukuran kecil, jadi mudah dibawa ke mana-mana.",1
"Respon dan pengiriman sangat cepat, sangat rekomen dan pasti akan belanja di toko ini lagi.",1
Respon Seller CUKUP BAIK. Proses Pengiriman BAIK. Kurir Pengiriman CEPAT. Produk untuk stock semoga cocok pakai,1
Senang sekali... karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi. Sudah dimasukkan plastik per 5 pack.,1
"Barang dalam kondisi prima, nyampenya juga cepet cuma sehari. Terima kasih, seller!",1
"Produk sesuai deskripsi. pemasangan mudah, kualitas gambar bagus pakai aplikasi V380 pro",1
"Sedikit ada kendala, tapi semuanya sudah normal kembali , makasih Respon toko percakapan baik'??????",1
"Barang ok, pengiriman lamaa, konfirmasi aja butuh 2 hari, packing ga banget, ga pake buble",1
"Pembelian kedua, sayang kabel ga sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",1
"Brg berfungsi dg baik,walau terkendala diawal cara pengoprasian.tp stlah 1 jam mncba akhirnya bisa.smoga awet.",1
pesen jam 3 terus jam 5 kurang barang udah sampe karena pake gosend instant. dapet potongan gosend instant 30rb jadi cuman bayar harga refill instaxnya doang?????? thankyou kakk,1
"Uda 2x beli di toko ini dan puas banget banget, adminnya baik banget karna butuh cepet dan selalu response. Thank you",1
"Ini juga sama krn pesannya barengan packing baik, tp sbnernya bs suapaya aman di bubble wrap aja sedikit mungkin ya, soalnya saya pake grab express, klo di masukin ke kantong doang kyknya kurang aman aja. Tapi produk bagus, ga ada kerusakan, respon penjual cepat",1
baru transfer satu jam kemudian barang nyampe.. cepat BAT !!!! ya walaupun harga go send sdikit rada mahal.. recommended seller nih gaes... makasih ya sis.. semoga makin banyak diskon :D,1
"respon cepat, gosend ke Pamulang cepat, dapat diandalkan tepat saat dibutuhkan, kualitas okeee bgt untuk harga segitu, hasil juga cukup memuaskan, thank youuu",1
penjual bisa menjaga kualitas barang dan pengirimannya yang cepat. ini kali kedua pesen disini. terimakasih ya,1
"Bulan lalu beli sepaket sama standnya..jadinya sampe lama ke Kupang NTT krn buru free ongkir wkwk. Kainnya emg tipe kasar di tangan, tapi justru cocok dipake green screen krn ga gampang robek n kotor.. Pake rekam video juga ngejreng, pas lah.. kalo beli sama standnya, jangan lupa beli jepitnya juga",1
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",1
barang yang dikirim mantapp.. bahannya tebal dan tahan air.. cocok utk di air.. seller juga fast respon.. thx u,1
lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2,1
"kualitas mantap walau agak kotor dan ada banyak goresan tp udah uji coba aman, kiriman cepat, ga nunggu lama, pokoknya best recomend ????",1
"Kualitas barang sesuai dengan harganya, cukup bagus, hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian mur-nya.",1
"tripodnya berkualitas. Produk sesuai deskripsi. packingnya aman ??. cuma sayang,gak tau kenapa bagian tengahnya gak bisa di pasang,gak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hp..paling bs di lem dlu bru di pakai..thank's tokopedia dan toko yg terkait..smga lancar usahanya..?? overall bgs..",1
"semuanya bagus, tripod.nya kokoh pengemasan aman, rapih pokoknya seneeeeeng bgt makasih Tokopedia ??",1
"lumayan, sebagai pengguna baru cuman bayar ongkir 6 ribu pengiriman cepet, kualitas = harga untuk HP oke asal ga ada angin kenceng, soalnya materialnya = harga nya untuk DSLR gak rekomen",0
sudah diterima...packingnya rapih..tebal bungkusnya double buble warping..jd aman isinya..sellernya fast respon fast delivery..Positive job mksh buat agan sellernya dan abang kurir yg ramah..,1
"respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. Minus tidak ada, perbandingan barang sesuai foto testi saya. Harga dan barang sesuai, dan baterai normal ya gan..",1
"Packing bagus, reson penjual cepat, baterai sudah dicoba berfungsi normal. Hanya saja tadi waktu buat ngerekam video sempat tiba-tiba ngedrop, auto kamera mati. Sekarang baru dicas, semoga nanti normal lagi.",1
"Pengiriman cepat, packaging oke, seller ramah, recommended sih, udah berkali-kali beli di sini. Kualitas juga oke, mantapp min, tingkatkan",1
sedikit seret kalo dipadukan dengan produk original. pake sedikit kekuatan bisa masuk.. overall puas sekali dengan produk. bahan dan finishing bagus. haturnuhun,1
"Barang sampai tepat waktu,aman dan rapih.....mantap gan.... Dapet bonus lagi..the bast pokoknya.. Kalian wajib blanja di olshop ini boz.... Makasih barangnya",1
Produk sampai dengan baik dan dikemas dengan rapi dan kedap. Sesuai deskripsi dan tanpa cacat. Harga produk yg ditawarkan wajar. Response seller juga cepat dan pengiriman juga relatif cepat. Terima kasih dan sukses selalu.,1
"Kemasan Bubble Wrap rapih, tapi kardusnya sedikit penyok. Tapi Arm bracket-nya baik� saja. Langsung dipasang.Tripodnya kokoh, produk sesuai.",1
"Pro : harga kaget flash sale, respon seller cepat dlm proses, konstruksi hampir seluruh nya dari logam kecuali mic holder. Con : Base plate tipis, baut ball head tidak presisi jadi harus ganti/modif. Baut konektor arm uk. 3/8x16tpi, bkn 1/4 jd kurang compactible, Holder HP kurang panjang, jd kl HP berat suka jatuh jika posisi menghadap ke bawah.",1
"Packing dan kemasan Baik dan aman, Jumlah order sesuai dan telah diterima komplit, Terima kasih semoga batere dan lainnya awet digunakan.",1
udah di tes baterai compatibel ane pake DSLR 1100D,1
"mantap barang ga mengecewakan sumpah, di sony a5100 ku awet jg btrenya lebih lama daripada btre ori malah",1
"Mantap! Harga dan kualitas sebanding. Lebih worth it daripada battery Ori nya btw. Padahal beda durasi battery ny cm beda belasan menit, tp harganya beda ratusan ribu. Mending pake battery Powerextra, tp beli banyak.",1
"Setelah 6 hari penantian, akhirnya tiba juga. Barang udah di cek, kondisi baterai aman, charger aman, all safe. Terima kasih",1
"plastiknya cukup tebal, desainnya keliatan cukup kokoh. Langsung dipakai utk zoom. hape stabil. mudah2an awet.",1
"sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dropshiper sangat terbantu, terima kasih ka",1
"kainnya tebel, murah dan manfaat utk menutup latar belakang ketika zoom meeting. pengiriman juga cepat. makasih",1
"Luarbiasaaa.. udh 2x beli di toko ini.. Penjualnya ngerti kebutuhan sy butuh Urgent, hari Minggu tetap dihandle pdhl hrsnya libur dan pake Sameday tp nyampenya ekspress dari JakSel - Bekasi... Puji Tuhan !!! Thanks so much Seller dan Kurir Sameday, Gbu ????????????",1
"Mantap hijau terang, cuman sayang agak kelipet kotak kotak jadinya... Gatau cara ngelurusinnya gimana, disetrika kayaknya lengket",1
Sudah kesekian kalinya pesen green screen di sini... Dan tetap selalu puas dengan pelayanan dan produknya????,1
seller ramah pengirimannya juga cepat dan barangnya mantap Positive banget tokonya,1
saya tidak pernah dikecewakan oleh toko ini. pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini,1
"Flash yg simple pengaturannya, harga terjangkau buat pemula oke lah. Sayang saya sudah pro hehehe",1
"kameranya bagus banget, pengirimannya cepat, penjualnya juga ramah banget, suka banget belanja disini",1
"Kameranya berfungsi, untuk kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. Sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan juga tidak bisa.",1
Jkt - bdg cmn butuh waktu semalem packing nya mntp pack nya rapi kgak d lecet suara nya enak bet buat rekaman Fingerstyle akustik gatau dah mntp pokoknya,1
