"Review";"Sentiment"
"barang ada yg tidak dikirim penjual janji akan dikirim pada saat sy order berikutnya tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya penipu sellernya";0
"barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsimau diretur ongkir nya lebih mahal dr harga barangjadi kecewa";0
"barang gak berfungsi kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian packing juga tidak bagus jadi bungkusnya ada yg pecah";0
"harga murah tapi fisik yang di terima gaa sesuai harapan lampu di gagang gaa berfungsi zoom besar kecil gaa berfungsi lebih parah lagi saya udah kasih waktu 3 jam untuk jawab keluhan saya via chat tapi seller slowslow aja padahal online utamain kepuasan pelanggan jangan hanya nyari keuntungan semata gaa bakal berkah";0
"jelek silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu kualitas lamounya juga tidak sebaik yg saya bayangkan jauh dibawah kualitasnya philips";0
"barang sangat jelek tidak fungsi klaim tetap rusak mendingan jangan beli";0
"barangnya ada yg sobek diujung nya jadi macet ketika dinyalakan";0
"lampu sudah di charge ga bisa menyala sama sekali padahal baru belisaya kecewa sekalipenjual no respon";0
"di keterangannya kuat 8 jameh baru aja 1 jam juga belum udah redup para";0
"untuk sekelas official store ini paling kacau sih packingnya bener2 cuma plastik item tipis kualitas trash bag dilakban asalasalan mending kalau ada tambah opsi bubble wrap";0
"gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama";0
"gak rekomendasi untuk beli disini ada masalah tapi seller ga jawab pesan tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab tapi sampai pesanan otomatis selesai belum juga ada balasan buat pelajaran aja buat yang lain beli barang kaya gacha kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker";0
"lampu nya nyala tapi bentar aja tahan nya habis itu mati terus di colon lagi hidup trus bentar aja mati ngak tau salahnya dimana";0
"barang rusak ga bisa nyala sama sekali sebaiknya di coba dulu sebelum dikirim";0
"1 lampu rusak tidak bisa hidup dr awal 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari";0
"beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah";0
"tiba tiba patah dasar baut patah ane lem aja moga masih bisa terpakai mo di balikin rugi di ongkir terima nasib aja";0
"barang yang sampai cacat tidak ngisi baterai stick nya";0
"bisa hidup tapi ga bisa ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stick nya anak anak bisa terpakai 22 nya";0
"charging awal dkrim tp indikator ga nyala dgnti charging baru tp seluruh ongkir dibebankan k konsumen";0
"respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus kirim ke medan pas ada masalah waduh ngotot nya minta ampun coba pikir pakai logika mana ada firmware update no 0000 dan setelah update bisa hilang dan update lagi herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silahkan saja buat yang mau belanja tapi tolong teliti";0
"ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi";0
"beli dua yang satu jelek eror sama analog g bisa balik lagi kecewa saya";0
"tulisannya 64gb tapi isinya cuma 8gb disuruh di cek kagak di cek cape dweh";0
"memorynya sdh ke buka wktu sya trima tdk ada segelan kondisi sdh agak busam aku coba sdh 3 kali blm bisa dipakai";0
"seller lumayan responsif kualitas brg sesuai harga so so lah dicek di browser ps2 nya kebaca 64 mb tp kalo udah dipake save di game cuman kebaca 8 mb ga semua game bisa ngebaca mc nya sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war";0
"mau order warna hitam kosong deskripsi produk ada minta di cancel tetep hajar dr penjual packing rapi tapi experience buruk";0
"tidak pas terlalu longgar membuat nintendo switch teroyak  oyak di dalam pouch";0
"audio keluar gambar tidak settingan di ps juga sudah di ganti bukan rgb lagi tetap tidak keluar gambarnya";0
"maaf barang berfungsitapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah";0
"pembelian ke 2besok2 packingnya tolong di benahicuma bubble doang lakban seadanyabolong sebelah";0
"memorynya g bisa diread sama pspnya padahal udah diganti sama memory lain";0
"tidak sesuai foto tdk ada tulisan photofast bahan tipis ringkih";0
"barang yang diterima cacat pada analog untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya lain kali tdk apa apa di buka segelnya untuk di cek analognya sehingga tidak perlu masalah complain dan kirim balik sana lagi terima kasih";0
"gabisa dimainin di ios versi 134 dan keatasnya maksimum ios versi 133 selain itu gabisa dipake";0
"dapet barang gak bagus analog kiri gabisa buat jalan ke serong kanan atau kiri mau retur ribet  seller slow respon alhasil cuma jadi pajangan aja nih stick edit setelah seminggu analog gabisa jalan sama sekalii penjual sama sekali ga responn nyesel";0
"setelah 3 hari pakai gamepad bagian kanannya mati ketika direnggangkan kecewa seller berbelitbelit";0
"buat emulator delay parah sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba intinya gak rekomen buat yg main emulator";0
"respone sellernya sangat cepattapiga bisa dipasang di hp saya dideskripsi 7 inch bisa eh ternyata pas dateng di pasang di hp samsung a70 ga muat dan pas baca dalemnya maks ktnya 62 inch sama buat maen cod rada ngadat pas maen ml lancar jaya padahal pengen maen cod nya";0
"baru pake 2 hari dah ga bisa on pdhal sdh di charge penuh baterenya kecewa x not recommended seller barang refurbish kualitas jelek";0
"kenapa tombol kananny gerak sendiri gk bisa balik ke kiri seperti lengket gitu mau ngirim videony tpi gk bisa";0
"untuk respon penjual bagus tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game";0
"baru pakai beberapa minggu saja kabel usb nya udah nga bisa nge charge dan yg pasti kabel nya harus khusus beli di tempat dia bagi kalian yg mau beli mikir2 dulu demending beli stick yg lain tanya sama admin nya solusi harus beli dan harganya seratus ribu quality cemen kek gini di kasih harga segitu mikir donk";0
"beli dua rencana nya buat jaga jaga kalo salah satu nya rusak eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya mau retur produk udah kadung males untuk penjual sebelum kirim barang tolong dong di qc lebih maksimal lagi";0
"untuk kalian yang beli buat windows 10 saya saranin jangan karena saya coba di windows 10 mencet mencet sendiri terus padahal stik ps2 saya masih baru dan di coba di ps2 baik baik saja";0
"pengiriman cepat berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake";0
"pelayanan seller positive sayang converternya ga bisa dipake alias error beli 2 error 2 2 nya";0
"barangnya tidak seperti barang baru dan tanpa kemasan pabrik";0
"console sebelah kanan analoq ya drift sendiri lecet juga ng recommend deh kapok";0
"tidak diinfo dent dent ny tidak memberikan kejelasan msalah battery cukup kecewa tpi mesin jalan dengan baik batt capacity tidak 100 beset kanan bawah pesok bag monitor atas dan bawah";0
"barang cacad banyak dent kabel usb  adapter gk jalan";0
"tolong gan ps3 nya ga mw tampilkab gambar di tv pakai hdmilampu power yg merah kedap kedip trus";0
"sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon";0
"awalnya bintang 5 setelah beberapa bulan pakai ternyata ada part yang hilang seperti baut";0
"gan kok ps nya baru kok udah mati2 sendiri tiba tiba tombol hijaunya tibatiba merah trus mati";0
"barang sampah kecewa belanja disini modbo rusak kok dikirim";0
"tombol rt tidak berfungsi mau retur ongkir bolak balik setengah harga stick nya kecewa aja gk di test dulu sebelum pengiriman";0
"produk telah sampai tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah";0
"hati yang belanja disini suka kirimbarang sembarangan baru lama lagi buat returnya  toko tidak niat kek gitu mau nipu  tanpa video unboxing pasti ngk bs retur jadi ingat selalu video di toko ini penipuan tokonya";0
"seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya katanya harus check out ulang lg dgn dana lbh besar di deskripsi produk jg ga ada aturan ini ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini very not recommended kapok";0
"benar benar mengecewakan pelayanan lambat sekali";0
"tolong di cek dulu sebelum kirimpower yg satu keluar asapuntung ganti kapasitor sendiri bisa";0
"beli 3 pcs 2 pcs tidak berfungsi barang disegel service dan pernah bongkaran komplain dipusat resolusi tidak dtanggapi";0
"gamepad sampai dengan packing std gamepad satu normal namun yang satunya l2 dan r2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen jadi stik atau gamepadnya terpaksa main pakai l2 dan r2 cabutan dari stik lain yang beda merek dan warnanya hitam padahal gamepad normal sayangnya tombol r2 dan l2 missinghilang semoga gamepadnya awet makasih y";0
"brg dtg dengan kondisi stick nya ga ok kenapa penjual ga d periksa dl yak trus minta tukar tp ga mao tanggung bersama ongkir nya 5050 donk emg penjual ga mao rugi ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick smoga kedepannya bs lbh baik";0
"batery remote stick cepet habis signal remote juga kadang ada kadang tidak ada apa ada ide agar awet dan signal stabil";0
"lumayan biar pelayanan ala kadarnya tapi di saat main kadang layar loss signal dari wii console nya trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb";0
"beli 5 pd gosong semuabaru apa bekas nih biasanya beli ga gini untung asuransi 90 hari";0
"semua tombol x tidak berfungsi sama sekali jadi mubazir sekali";0
"ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama battery tidak dapat charging sy return datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge gk bisa dipakai lagi entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir t4 tidka bagus";0
"baru di pakai dgn pemakaian prinegativei standar 1 jam perhari 3 hari sudah rusakmengecewakan mutu barangnya saya beli 2 tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan";0
"sayang banget analog kanan sama tombol arah ngga berfungsialangkah baiknya di tes dulu sebelum kirim";0
"barang tidak sesuai  tidak transfaran dan tidak menyala";0
"niat mau main di televisi tapi sama sekali gak bs tampil di tv mau return kondisi bgini susah kemana2 jadi yasudahlah";0
"beli 2 1 tidak bisa wong rusak bilangnya sudah dicek tapi kok ga bisa ya";0
"saya kasih bintang 2 dulu soalnya analog atau yang bulet kanannya itu longgar dan agak ke atas";0
"produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk";0
"saya beli 2 mohon maaf sebelumnya sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim tdk tahu d coba atau belum tp sepertinya tdk d coba alhasil ada 1 yang cacat ujung2nya pembeli harus return itu hal yang merepotkan pembeli maaf saya beri 2b";0
"masak barangnya yang di kirim rusak gak bisa di gunakan dan orangnya gak ngerespon chat sayadan saya minta ganti gak mau yaudah deh biar tuhan yang iklaskan";0
"kasi 3 bintang ya yg sebelah kanan gak terlalu berfungsi dengan baik lain kali di cek dengan baik";0
"yg sebelah kiri triggernya ga sensitif jadi cuma kepake sebelah doang";0
"jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri";0
"paketany ru nyampe lgsung di cek salah satu stik na analog na rusakdiorder yg ke2x natolong jk order lg tolong dicek kondisi stiknya sblum dikirimterimakasih";0
"sedih liat analog kirinya  akan lebih baik apabila di kirim kaya analog kanan";0
"barang tidak berfungsi sama sekaliseperti membeli barang rusak";0
"mohon maaf produknya tidak bisa dipakai sudah install sesuai dengan petunjuk tp ga bisa juga insya allah ikhlas";0
"salah satu stik tidak berfungsi coba chat penjual tidak direspon";0
"barang hanya dpt berfungsi beberapa hari terus mati tdk dpt signal dan ketika brg diretur ternyata sama ajamati lagi tdk da signal";0
"nyala tapi item putih dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar2 kabelnya dicolokan tvnya could have been a better service";0
"review jujur ya port untuk kontroler player 1 nya nggak berfungsi sudah coba tanya ke seller but no respon sudah coba reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi thanks";0
"paking barangnya kurang bagusnyampe barangadaptor didalam udah pecahsampe sekarang belum bisa dicoba";0
"colokan adaptor mengalami kerusakan respon seller butuh berhari2 diajak diskusi untuk cara memperbaiki sendiri tidak dibalas akhirnya repair sendiri";0
"mohon maaf saya kasih bintang 3 karena ada beberapa kendala  1 tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa 2 mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada panduanya seringkali hangusb tidak terbaca bahkan gambar semut yang solusinya usb tersebut dilepas dan dipasang kembali baru bisa 3 untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus";0
"1 nunchuck nya ga berfungsimohon diperhatikan kembli barang yg dikirimkanagar pelanggan tdk kecewa";0
"saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk setelah barang sampai ternyata tidak ada sungguh mengecewakan terima kasih hati hati kalo konfirmasi kelengkapan barang tidak semua pembeli fokus ke ps2 nya perhatikan permintaan game nya";0
"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok  ps baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt ps langsung mati sendiri saat saya coba cek masalahnya ternyata kipas ps tidak menyala saat saya tanya ke penjual ternyata ps hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir pp saya tanggung sendiri sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan";0
"banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama stick nya ada yang error ketika game yang ada effect vibrationnya harusnya dicoba dulu sebelum pengiriman";0
"ps nya ga awetbelom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri";0
"game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya";0
"beli 2 dateng nya malah 1 pas di buka udah exited banget jadi negativemood tenyata cuman 1";0
"koneksi perangkat susah kalaupun konek seringkali putus buku petunjuk minim info pdhal beli pilihan yg paling mahal apa saya saja yg terima barang spt ini";0
"barang diterima dengan baik tapi sayang baterenya uda soak";0
"sering disconnect kadang tidak berfungsi autocatch";0
"produk tidak ori kwtidak bekerja dengan baikdikirim 2 pgp tidak bekerja di 2 hp saya lenovo n advancuma jadi bangkaiafter sales burukrespon seller kurangno recommended";0
"sebenernya kualitas barang nya bagus build quality oke lah utk barang rekondisi utk memainkan game tidak ada masalah masalahnya barang ini bahasa jepang dan di keterangan deskripsi tidak dijelaskan setelah barang sampai saya chat seller dengan balasan yg slow respon dan jawaban seadanya dikatakan bahasa tidak bisa diganti mohon dituliskan kekurangan2 pada deskripsi dan lebih fast respon kalau ada pembeli yg complain";0
"tidak ada mc 8gb seperti deskripsi iklan di paket yg saya terima hanya ada r4 sama charger plus adapter micro sd tulisan happy box mau komplen terlanjur klik terima barang dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima";0
"ada kesalahan di mc dan hardisknya gak bisa digunain jd nya psnya masa gak ke isi game atau mc nya ngeblank padahal belinya bkn dgn duit yg sdikit dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya kecewaaaaa sumpah";0
"banyak game yang rusak beberapa game tidak bisa di save biarlah saya ngga akan protes apa puntapi saya harap seller lebih cek dan ricek barang sebelum kirim kalau sudah sampai tapi barang rusak kaya giniyang rugi konsumen bukan seller apa lagi pembeli yang jauh dari luar kota seperti saya";0
"baru 2 kali pake udah rusak dibalikin ke tokonya  saya minta cepet dibetulin dan dikirim hari ini juga orangnya langsung pulang ditelpon gak response";0
"paking oke bagus mohon perbaikan stik bergetar terus tanpa henti mesin agak sering hang mau ganti game mohon diperbaiki gan selisih ongkir juga trims";0
"barang dtang posisi baterai ksongberarti barang tidak d cek dulu d gambar warna biru cerahdtg wrna biru gelaplayar lcetmna buat kado ultahank ga suka";0
"banyak baret baterai low padahal udah di ingatkan cek qc yaudahh ya jualan yg laku asal kesohor";0
"barang oktetapi batrai bocor parahtdk ada niat memberi batrai yg barustiap x maen ga ada 12 jam lngsng habisdi cas jg lampu slalu merah";0
"beda sma yg di gambar pdahal udh pernh pesen skali di sni";0
"barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger";0
"barang rusak  di charge hp nggak ngisi  udah ngisi eetau tau ngilang  susut lagi  di kirain changer di coba dgn kabel lain bagus besoknya di coba lagi msh juga begitu ya ternyata barangnya yg tidak bagus";0
"baru d pake seminggu rusak";0
"kualitas jelek ngak mau pakai di smartphone";0
"ngga bs charging sama sekali boro2 fast charging kecewa udah pake kepala charger semia ngga bs charging colok ke laptop yg ngga koneksi atau charging";0
"sidik jari masih ada jdi layar kusam saja karna banyak sentuhan terus efek kaya kertas nya gue rasa ga ada ngaruh nya ga ada tuh kesan paperlike nya tidak kaya deskripsi dan fotonya cuma sebatas pelindung anti gores aja si ini rasanya";0
"untuk barang dengan harga yang cukup mahal saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera saya sudah coba beberapa kali untuk memperbaikinya tetapi sepertinya bukan salah pada pemasangannya";0
"barang datang dalam keadaan terlipat gak bisa sama sekali dipakai";0
"saya sangat kecewa beli di toko ini seenak sendiri menaikan harga padahal sudah deal beli ditambah lagi admin nya sangat tidak ramah official store kok pelayanan seperti tidak profesional sangat tidak direkomendasikan membeli di sini pasti kecewa";0
"pengiriman lelet request warna g di acc sangat kecewa";0
"pelayanan admin sangat parah no respon";0
"pengalaman buruk belanja di toko official barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab replacement saya ajukan sendiri ke servis center setelah barang pengganti datang plastik wrap dan segel berbeda dengan yg dikirim seller ntah repack barang yg bermasalah atau memang beda batch tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store";0
"obeng bintang nya kurang nyaman untuk dipegang ujung obeng bintang mesti diratain dlu ada sisa potongan";0
"pengungkitnya mudah patah kualitas plastik kurang bagus";0
"obengnya ngga bisa kepakai kualitas rendah";0
"dipenjualan tertulis obeng magnet bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap kecewa parah";0
"barang jelek sesuai harga";0
"kualitas lcd sangat tipis sehingga home button jadi lebih tinggi dari pada layar respond cepat tetapi admin tidak menjawab pertanyaan saya dengan benar";0
"kualitasnya parah keteken langsung pecah";0
"sangat mengecewakan dan tidak profesionalniat membeli layar hp yg terkirim speaker i phone 6";0
"touchscreenya tidak fungsi saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu";0
"barang tidak berfungsi sangat buruk sekali";0
"tidak sesuai spesifikasi abis itu mau komplain tidak di layani bahaya sekali";0
"saya dikasih lcd rusak di touch gak bisa layar awal awal oke tapi dua hari kemudian ada 3 garis horizontal di tengah layar besok hari nya layar shadow akhirnya saya pake lcd yg lama penjual banyak alasan saya sbg pembeli malah disalahkan pada pemasangan jangan beli disini cukup saya aja jadi korban";0
"pokoknya jangan ada yg beli disini barang rusak mau minta klaim tpi seller banyak alasan padahal stiker garansi blm rusakdamage mohon dipikir kembali kalau mau beli disini";0
"ngisi powerbanknya lama bgt sampe 8 jam lebih pas di coba charge ke hape jg lama 4 jam lebih lebih lama dr ngecharge ke listrik langsung";0
"alatnya sering mati sendiri kak";0
"unreliable walau dptnya flash sale 69rb tetep gak worth cuma sekedar charge yg ringan saja mgkn ok";0
"produk mengecewakan kecewa awalnya sih oke tpi setelah seminggu pemakaian entah kenapa g bisa di cas sudh saya coba berkali kli tetep g bisa di cas saya sangat kecewa dengan produk ini kwalitasnya kurang bagus";0
"gak bisa di pake kecewa jadi barang sampah deh";0
"sangat sangat mengecewakan gak bisa di cas powerbank dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri ya rugi parah lah ongkir dari batam itu kesitu 35 belum lagi kenak pajak 30 ditanya solusi lain gak respon";0
"jangan tergiur dengan promo saya beli 2 cpt habis dan ngecas powerbank nya lama";0
"baru satu hari pemakaian kabel chargernya udah gabisa dipake";0
"pengiriman tidak sesuai estimasi";0
"pesan hitam di kirim putih lama proses pesanan nya";0
"tidak sesuai dengan kapasitas yg tertera di boxnyakecewa pokoknyakalo bisa gue balikin gue balikin dah";0
"powerbank nya tidak bisa berfungsi baterai full charge tapi sewaktu disambungkan ke handphone handphone tidak tercharge";0
"tdk sesuai gbrdeskripsi";0
"fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya";0
"gak sesuai harga malah kualitas nol";0
"barangnya gak berfungsi";0
"toko gak bertanggung jawab barang rusak yang dikirim  minta tolong barang diganti aja alasannya banyak banget dan sampe skr juga barang yang saya beli gak di ganti2 benar2 gak ada tanggung jawabnya sama sekali nih toko";0
"bagaimana gak kecewa  sampai sekarang jam tangannya gak nyala udah d cas beberapa kali bahkan seharian tetap gak nyala saya kecewa";0
"ribet pemakaian  gk di saranin beli";0
"pelayanan tidak baik terdapat page flickercrash di kindle yang dibeli setelah di complaint pihak penjual bilang itu hal yang normal dan disetiap kindle memang memiliki page flickercrash namun di deskripsi produk tidak di jelaskan tentang hal itu di complaint baru di jelasin kalo itu normal hati hati dalam memesan minta deskripsi secara rinci dan detail sebelum membeli karena ini produk elektronik yang butuh di cek devicenya dan lainlain";0
"seller tdk bertanggung jwb kindlenya baru dibeli terus rusak pembelian 23 okt 26 okt kindle nya rusak katanya ad garansi 7 hari bgtu di message  whatsapp cuma di read ga bertanggung jawab banget hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus gabisa dipake deh kindle nya sayang banget padahal uda capek2 nabung smoga dpt karma nya sndri deh";0
"baru 2 hari pemakaian kindle paperwhite nya rusak penjual tidak mau direturn dan bantu klaim garansi sedih bangettt";0
"packing hanya buble wrap lain kali tambahkan kardus komunikasikan pengiriman dengan jelas biar tidak repot masa dikirim terpisah case nya mana ngga instan dan ngga bisa dicancel";0
"seller tidak jujurpengiriman super lama pdhl pesen gojek instant di hari pemesanan di info kalau ada suara marhaba hello krn ketekan pdhl seumur2 beli apple ga pernah ada kasus bs ketekan kalau belum dibuka sdh blg juga kalau saya ga mau barang yg ini karena menurut saya aneh katanya blm dibuka tp mana bs ada suara tiba2 muncul dr factorynya masa eh hari itu gak kunjung dikirim tp bilangnya udh dikirim nyatanya ditunggu smp batterynya habis baru dikirim keesokan harinya dipikir saya ga pernah beli barang apple kayanyaa barang baru apple itu selalu dikasih batt minimal bgt 20 dr full ini ga bs nyala sama sekali hehe mau boongin saya yahh udh cukup beli sekali aja disini";0
"barang sampai tapi banyak yang tergores dan penyok di penyangga nya";0
"gimana mau dipake  orang buat letak hpnya aja ngga ada percuma";0
"barang gampang rusak";0
"barang tidak dibungkus bubble  sampai rumah pecah dech nanya sama penjual ktnya tidak bisa claim walaupun ada video unboxing  ga papa itung2 sedekah aja ke tokonya tapi kwalitas tripotnya bagus dan kokoh";0
"barang tidak sesuai pesanan tempat penyimpan hp nya tidak ada kecewa";0
"salah satu kakinya ada yg bengkok jadi gabisa dipake udah minta refund tetep gabisa yasudahlah";0
"tertera harga aslinya 110rb kirain barangnya kualitas premium lah minimal ternyata yg dateng barang kualitas rendah packing nya juga asal2an payah";0
"kecewa sudah di tunggu hampir sebulan barang gak sampe malah return";0
"saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain";0
"barang kw kalau original bagian ujung colokan lightning nya berwarna abu kalau ini wrna putih di plat usb jg seperti gbr produk yg palsu bagian kiri adalah produk yg dibeli di toko ini yg kanan adalah kabel original saat beli hp";0
"socket ujung kendor tidak ori";0
"waktu sampe udah rusak";0
"baru 2x pake ngecas dan rusak";0
"kabel nya kurang bagus  buat ngecas nymbung masuk keluar lagi";0
"aktual nya barang tidak diterimapadahal ini order ke 2 untuk alamat dan penerima yang sama";0
"jelek mudah rusak";0
"microphone tidak bekerja sisi kiri kurang bassnya";0
"kualitas barang kurang baik";0
"yg sebelah kanan ga bisa pas di telinga udh dicoba 4 orghasilx sama ga bisa pas jadi dengarx ga maksimal";0
"pesen warna merah yg dateng warna hitam padahal udaj konfirmasi di chat";0
"pengirimannya cepet tapi barangnya tidak sesuai ekspektasi";0
"pertama pake normal baru 5 menit volume suka kecil sendiri liat riview disini jg banyak masalah barangnya  nasib barang promo";0
"plastik sdh terbuka saat barang datang tidak tersegel dan minta nya warna biru dpt nya warna hitam";0
"pengiriman sangat lama diluar estimasi yg tercantum";0
"baru datengbaru di coba malah udah copot yg bagian kananudah coba di perbaiki trus coba di pake lagi masih copot juga";0
"segel beda seharusnya segel sein seperti yg kecil seller kurang paham instruksi seperti barang repack";0
"pengiriman lama minta nota pembelian tidak di kasi";0
"ga ada kartu garansi alasannya kalo resmi ga ada kartu garansinya aduh boong bgt temen saya sales samsung dan ttp ada dari awal dus udah letoy bgt dan robek2 ini bukan krn kurir soalnya logika aja bubble wrap tebel kok dus robek sedangkan bubble wrap ga robek sama sekali ga ada headset casan ga di plastik kertas bawaan semua cuma pake kertas tipis kaya hvs glossy bener2 kaya kotak bikina sendiri saya udah chat penjual jg ga ada penyelesaian hpnya sih ga ada lecet baret atau apapun smoga awet dan bener asli";0
"ribet pelayanan mengecewakan";0
"3 penyok parah banget gk layak jual dan sobek parah padahal udh sering beli dikasihnya jelek banget gg bang";0
"sangat kecewa dengan barang yg di terima segel samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau kaka dari sana dari sana kalo dari samsung asli sesuai pembicaraan buat apa samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas";0
"mudah copot di dasbordlemnya kgk kuat";0
"barangnya rusak kak harus diservis dulu";0
"aku baru pakai sebentar patah";0
"tidak terlalu nempel dan susah nempel di dashboard";0
"cepat rusak";0
"bahan dan konstruksinya tidak kuat mudah patah";0
"seller very slow response semua step selalu last minute baru lanjut ketika official store lain hanya butuh 12 maks 3 hari barang sampai setelah order ini baru diterima setelah 5 hari";0
"yg micro ini sering rusak coba di tingkatkn lg kualitasnya";0
"tidak berfungsi dengan baik";0
"belum seminggu udah ga fungsi";0
"pelayanan kurang cepat dan ramah";0
"awalnya seneng karena barang cepat sampai dan bagus ternyata belum sampai sebulan sudah rusak ga bisa dipake lg";0
"sebentar pakai sudah patah aku pikir besi ternyata plastik";0
"yg sebelah cuma hidup sebentar trs mati dan terasa panas kaya ada yg konslet";0
"mati sebelah  kecewa pedahal udah kek percaya";0
"prtama brgnya dtg cman bsa nyala sebelah dan gk bsa charge mnta garansi tuker baru malah lbh parah gk bsa nyala kduanya gila lah kapok buangin uang aja";0
"pengiriman lama charger tidak fast charging";0
"baru dipakai 1 bulan sudah rusak";0
